indoorHumid,indoorTemp,outsideHumid,outsideTemp,boxHumid,boxTemp,cpuTemp,cpuFreq,storageUsed,time
35.05,600.0,2.88,00:00:03
35.05,1800.0,2.88,00:00:09
34.08,600.0,2.88,00:00:16
34.56,600.0,2.88,00:00:23
34.56,600.0,2.88,00:00:29
35.05,600.0,2.88,00:00:36
33.59,600.0,2.88,00:00:45
33.59,600.0,2.88,00:00:52
35.05,600.0,2.88,00:00:58
35.05,600.0,2.88,00:01:05
34.08,600.0,2.88,00:01:11
34.08,600.0,2.88,00:01:18
34.08,600.0,2.88,00:01:25
36.02,600.0,2.88,00:01:31
34.56,600.0,2.88,00:01:38
33.59,600.0,2.88,00:01:47
35.05,600.0,2.88,00:01:53
35.05,600.0,2.88,00:02:00
34.08,600.0,2.88,00:02:07
34.08,600.0,2.88,00:02:13
34.08,600.0,2.88,00:02:22
34.56,600.0,2.88,00:02:29
34.56,600.0,2.88,00:02:36
34.08,600.0,2.88,00:02:42
34.56,600.0,2.88,00:02:51
34.56,600.0,2.88,00:03:00
34.56,600.0,2.88,00:03:07
34.56,600.0,2.88,00:03:14
35.05,600.0,2.88,00:03:20
34.08,600.0,2.88,00:03:27
34.56,600.0,2.88,00:03:33
33.59,600.0,2.88,00:03:40
35.05,600.0,2.88,00:03:47
33.1,600.0,2.88,00:03:53
34.56,600.0,2.88,00:04:00
35.05,600.0,2.88,00:04:06
34.08,600.0,2.88,00:04:13
34.08,600.0,2.88,00:04:19
34.08,600.0,2.88,00:04:26
35.05,600.0,2.88,00:04:35
34.56,600.0,2.88,00:04:42
34.08,600.0,2.88,00:04:48
33.59,600.0,2.88,00:04:55
34.08,600.0,2.88,00:05:02
34.56,600.0,2.88,00:05:08
34.08,600.0,2.88,00:05:15
34.56,600.0,2.88,00:05:21
34.56,600.0,2.88,00:05:28
33.59,600.0,2.88,00:05:35
33.59,600.0,2.88,00:05:41
34.08,600.0,2.88,00:05:50
34.56,600.0,2.88,00:05:57
34.08,600.0,2.88,00:06:06
34.56,600.0,2.88,00:06:13
33.1,600.0,2.88,00:06:19
33.59,600.0,2.88,00:06:28
33.59,600.0,2.88,00:06:35
34.08,600.0,2.88,00:06:44
33.59,600.0,2.88,00:06:51
34.56,600.0,2.88,00:06:57
34.08,600.0,2.88,00:07:04
34.08,600.0,2.88,00:07:10
35.05,600.0,2.88,00:07:17
34.56,600.0,2.88,00:07:24
33.59,600.0,2.88,00:07:30
35.05,600.0,2.88,00:07:37
33.1,600.0,2.88,00:07:43
33.59,600.0,2.88,00:07:52
34.08,600.0,2.88,00:07:59
35.05,600.0,2.88,00:08:06
33.59,600.0,2.88,00:08:12
34.08,600.0,2.88,00:08:21
32.62,600.0,2.88,00:08:30
34.08,600.0,2.88,00:08:37
34.56,600.0,2.88,00:08:44
33.1,600.0,2.88,00:08:55
34.56,600.0,2.88,00:09:04
33.1,600.0,2.88,00:09:19
35.05,600.0,2.88,00:09:25
34.56,600.0,2.88,00:09:34
34.08,600.0,2.88,00:09:46
34.56,600.0,2.88,00:09:55
34.08,600.0,2.88,00:10:04
35.05,600.0,2.88,00:10:11
34.56,600.0,2.88,00:10:17
34.08,600.0,2.88,00:10:27
33.59,600.0,2.88,00:10:36
35.05,600.0,2.88,00:10:42
33.59,600.0,2.88,00:10:49
33.59,600.0,2.88,00:10:58
34.08,600.0,2.88,00:11:07
34.08,600.0,2.88,00:11:16
34.56,600.0,2.88,00:11:28
34.56,600.0,2.88,00:11:40
35.05,600.0,2.88,00:11:49
34.56,600.0,2.88,00:12:00
34.08,600.0,2.88,00:12:12
35.05,600.0,2.88,00:12:21
34.08,600.0,2.88,00:12:33
35.05,600.0,2.88,00:12:42
35.05,600.0,2.88,00:12:51
35.05,600.0,2.88,00:12:58
35.05,600.0,2.88,00:13:12
34.08,600.0,2.88,00:13:23
34.08,600.0,2.88,00:13:33
34.08,600.0,2.88,00:13:42
34.08,600.0,2.88,00:13:51
34.56,600.0,2.88,00:13:57
34.56,600.0,2.88,00:14:04
